id;codigoHomologado;colValorBase;colValor1;colValor2;colValor3;colValor4;colValor5;colValor6;colValor7;colValor8;colValor9;colValor10;fechaRegistro;estadoReg;codigoCups_id;concepto_id;tiposTarifa_id;usuarioRegistro_id;serviciosAdministrativos_id
4086;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;14;4;1;1;NULL
4087;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;18;4;1;1;NULL
4088;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3792;4;1;1;NULL
4089;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3793;4;1;1;NULL
4090;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3794;4;1;1;NULL
4091;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3795;4;1;1;NULL
4092;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3796;4;1;1;NULL
4093;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3797;4;1;1;NULL
4094;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3798;4;1;1;NULL
4095;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3799;4;1;1;NULL
4096;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3800;4;1;1;NULL
4097;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3801;4;1;1;NULL
4098;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3802;4;1;1;NULL
4099;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3803;4;1;1;NULL
4100;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3804;4;1;1;NULL
4101;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3805;4;1;1;NULL
4102;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3807;4;1;1;NULL
4103;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3808;4;1;1;NULL
4104;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2462;4;1;1;NULL
4105;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2301;4;1;1;NULL
4106;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2302;4;1;1;NULL
4107;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2303;4;1;1;NULL
4108;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2461;4;1;1;NULL
4109;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;88;4;1;1;NULL
4110;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3809;4;1;1;NULL
4111;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3897;4;1;1;NULL
4112;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3908;4;1;1;NULL
4113;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;51;4;1;1;NULL
4114;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;54;4;1;1;NULL
4115;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;55;4;1;1;NULL
4116;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;56;4;1;1;NULL
4117;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;57;4;1;1;NULL
4118;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;58;4;1;1;NULL
4119;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;59;4;1;1;NULL
4120;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;73;4;1;1;NULL
4121;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3914;4;1;1;NULL
4122;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3915;4;1;1;NULL
4123;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3916;4;1;1;NULL
4124;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3923;4;1;1;NULL
4125;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3928;4;1;1;NULL
4126;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;40;4;1;1;NULL
4127;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2319;4;1;1;NULL
4128;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2320;4;1;1;NULL
4129;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2321;4;1;1;NULL
4130;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2322;4;1;1;NULL
4131;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2324;4;1;1;NULL
4132;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2328;4;1;1;NULL
4133;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2329;4;1;1;NULL
4134;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2331;4;1;1;NULL
4135;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;253;4;1;1;NULL
4136;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2332;4;1;1;NULL
4137;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2333;4;1;1;NULL
4138;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2334;4;1;1;NULL
4139;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2335;4;1;1;NULL
4140;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2336;4;1;1;NULL
4141;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2337;4;1;1;NULL
4142;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;94;4;1;1;NULL
4143;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2338;4;1;1;NULL
4144;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2339;4;1;1;NULL
4145;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;99;4;1;1;NULL
4146;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;100;4;1;1;NULL
4147;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1825;4;1;1;NULL
4148;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3932;4;1;1;NULL
4149;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3934;4;1;1;NULL
4150;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3935;4;1;1;NULL
4151;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;120;4;1;1;NULL
4152;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3940;4;1;1;NULL
4153;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;3942;4;1;1;NULL
4154;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;483;4;1;1;NULL
4155;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;124;4;1;1;NULL
4156;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;128;4;1;1;NULL
4157;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;127;4;1;1;NULL
4158;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;137;4;1;1;NULL
4159;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;138;4;1;1;NULL
4160;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;141;4;1;1;NULL
4161;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;132;4;1;1;NULL
4162;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1792;4;1;1;NULL
4163;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;135;4;1;1;NULL
4164;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1157;4;1;1;NULL
4165;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;140;4;1;1;NULL
4166;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2344;4;1;1;NULL
4167;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2347;4;1;1;NULL
4168;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;145;4;1;1;NULL
4169;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2350;4;1;1;NULL
4170;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2352;4;1;1;NULL
4171;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2356;4;1;1;NULL
4172;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2357;4;1;1;NULL
4173;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2358;4;1;1;NULL
4174;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;218;4;1;1;NULL
4175;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;219;4;1;1;NULL
4176;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1793;4;1;1;NULL
4177;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1794;4;1;1;NULL
4178;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;217;4;1;1;NULL
4179;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1795;4;1;1;NULL
4180;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;1796;4;1;1;NULL
4181;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2421;4;1;1;NULL
4182;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2426;4;1;1;NULL
4183;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2427;4;1;1;NULL
4184;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2428;4;1;1;NULL
4185;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2429;4;1;1;NULL
4186;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;32;4;1;1;NULL
4187;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;260;4;1;1;NULL
4188;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;272;4;1;1;NULL
4189;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;282;4;1;1;NULL
4190;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;283;4;1;1;NULL
4191;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;284;4;1;1;NULL
4216;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;238;4;1;1;NULL
4217;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;281;4;1;1;NULL
4218;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;74;4;1;1;NULL
4219;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;75;4;1;1;NULL
4220;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;83;4;1;1;NULL
4221;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;85;4;1;1;NULL
4222;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2096;4;1;1;NULL
4223;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2097;4;1;1;NULL
4224;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2098;4;1;1;NULL
4225;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;297;4;1;1;NULL
4226;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;326;4;1;1;NULL
4227;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;350;4;1;1;NULL
4228;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;351;4;1;1;NULL
4229;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;352;4;1;1;NULL
4230;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;353;4;1;1;NULL
4231;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;354;4;1;1;NULL
4232;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;355;4;1;1;NULL
4233;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;356;4;1;1;NULL
4234;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;357;4;1;1;NULL
4235;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;358;4;1;1;NULL
4236;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2103;4;1;1;NULL
4237;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2107;4;1;1;NULL
4238;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2173;4;1;1;NULL
4239;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2226;4;1;1;NULL
4240;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2345;4;1;1;NULL
4241;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2354;4;1;1;NULL
4242;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;324;4;1;1;NULL
4243;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;325;4;1;1;NULL
4244;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2355;4;1;1;NULL
4245;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2361;4;1;1;NULL
4246;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2381;4;1;1;NULL
4247;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2382;4;1;1;NULL
4248;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2383;4;1;1;NULL
4249;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2393;4;1;1;NULL
4250;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2395;4;1;1;NULL
4251;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2397;4;1;1;NULL
4252;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2398;4;1;1;NULL
4253;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2407;4;1;1;NULL
4254;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2410;4;1;1;NULL
4255;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2411;4;1;1;NULL
4256;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;263;4;1;1;NULL
4257;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;264;4;1;1;NULL
4258;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;265;4;1;1;NULL
4259;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;266;4;1;1;NULL
4260;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;267;4;1;1;NULL
4261;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;268;4;1;1;NULL
4262;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;269;4;1;1;NULL
4263;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;270;4;1;1;NULL
4264;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;271;4;1;1;NULL
4265;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;347;4;1;1;NULL
4266;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;286;4;1;1;NULL
4267;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;392;4;1;1;NULL
4268;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;423;4;1;1;NULL
4269;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;368;4;1;1;NULL
4270;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;369;4;1;1;NULL
4271;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;370;4;1;1;NULL
4272;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;371;4;1;1;NULL
4273;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;372;4;1;1;NULL
4274;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;373;4;1;1;NULL
4275;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;374;4;1;1;NULL
4276;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2412;4;1;1;NULL
4277;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2413;4;1;1;NULL
4278;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2415;4;1;1;NULL
4279;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2418;4;1;1;NULL
4280;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2422;4;1;1;NULL
4281;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;2423;4;1;1;NULL
4282;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;384;4;1;1;NULL
4283;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;385;4;1;1;NULL
4284;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;386;4;1;1;NULL
4285;NULL;10000000;11000000;1200.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1/04/2025 15:07;A;387;4;1;1;NULL
